"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"26549",33,"blue-collar","married","basic.9y","no","no","no","cellular","nov","thu",593,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes"
"6892",29,"admin.","single","basic.9y","unknown","no","no","telephone","may","thu",93,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"20287",34,"admin.","single","university.degree","no","no","no","cellular","aug","mon",271,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"17573",50,"self-employed","married","professional.course","no","yes","yes","cellular","jul","mon",106,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"32692",31,"admin.","divorced","high.school","no","no","no","cellular","may","mon",479,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"39912",36,"admin.","single","university.degree","no","no","no","cellular","jun","wed",706,1,7,1,"success",-1.7,94.055,-39.8,0.739,4991.6,"yes"
"16690",32,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","wed",158,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"40016",37,"admin.","single","high.school","no","no","no","cellular","jul","thu",609,2,7,3,"success",-1.7,94.215,-40.3,0.782,4991.6,"yes"
"8685",50,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","wed",99,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"4282",38,"technician","married","professional.course","no","yes","yes","telephone","may","tue",297,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"19444",45,"technician","divorced","professional.course","no","no","no","cellular","aug","thu",110,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
"9299",55,"unemployed","married","basic.4y","unknown","yes","yes","telephone","jun","fri",95,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
"7073",35,"technician","single","university.degree","no","no","no","telephone","may","thu",52,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"33304",42,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","tue",315,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
"21567",43,"admin.","married","university.degree","no","no","no","cellular","aug","tue",166,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"22086",30,"technician","married","university.degree","no","yes","yes","cellular","aug","wed",678,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"10598",38,"management","married","high.school","unknown","yes","no","telephone","jun","tue",77,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"23448",47,"technician","married","university.degree","no","yes","no","cellular","aug","wed",345,7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"26046",31,"blue-collar","married","basic.4y","no","no","no","cellular","nov","wed",374,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"32638",37,"entrepreneur","married","basic.9y","no","no","no","cellular","may","mon",277,1,9,1,"success",-1.8,92.893,-46.2,1.299,5099.1,"no"
"22554",30,"technician","single","professional.course","no","yes","yes","cellular","aug","fri",22,13,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"716",40,"technician","married","basic.9y","no","no","no","telephone","may","tue",631,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"10688",28,"technician","single","professional.course","no","no","yes","telephone","jun","tue",63,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"27200",54,"retired","married","basic.4y","no","no","no","cellular","nov","fri",18,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"32917",30,"technician","single","basic.9y","no","no","no","cellular","may","mon",63,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"11381",47,"services","divorced","basic.4y","no","yes","no","telephone","jun","fri",60,6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"4433",47,"services","married","high.school","unknown","no","no","telephone","may","tue",281,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"14335",36,"admin.","married","university.degree","no","yes","no","telephone","jul","mon",197,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"19825",32,"self-employed","single","university.degree","no","yes","no","cellular","aug","fri",118,5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"25194",33,"technician","married","professional.course","no","no","no","cellular","nov","tue",45,2,999,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
"35942",43,"blue-collar","married","basic.9y","no","no","yes","cellular","may","mon",487,1,3,1,"success",-1.8,92.893,-46.2,1.264,5099.1,"yes"
"15451",32,"services","single","professional.course","no","yes","no","cellular","jul","fri",671,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
"35807",46,"admin.","single","university.degree","no","no","yes","cellular","may","mon",11,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"37179",32,"technician","married","university.degree","no","yes","no","cellular","aug","thu",148,2,4,1,"success",-2.9,92.201,-31.4,0.883,5076.2,"no"
"28648",29,"admin.","single","university.degree","no","no","no","cellular","apr","thu",71,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
"22518",34,"technician","single","high.school","no","no","no","cellular","aug","fri",64,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"11310",46,"services","married","high.school","no","no","yes","telephone","jun","thu",153,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"35376",28,"entrepreneur","married","basic.9y","unknown","no","no","cellular","may","fri",22,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"31694",38,"technician","married","university.degree","no","unknown","unknown","cellular","may","thu",86,1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"31699",36,"technician","single","high.school","no","yes","no","cellular","may","thu",208,1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
"12405",52,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",1434,5,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"25636",53,"blue-collar","single","basic.4y","no","no","no","cellular","nov","wed",140,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"16941",36,"blue-collar","married","basic.6y","unknown","no","yes","cellular","jul","thu",256,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"13358",36,"admin.","married","university.degree","no","yes","no","cellular","jul","wed",203,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"892",39,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",104,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"3565",29,"blue-collar","single","high.school","no","yes","no","telephone","may","fri",803,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"yes"
"10638",36,"management","married","university.degree","no","yes","no","telephone","jun","tue",269,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"40825",25,"student","single","unknown","no","no","no","cellular","sep","fri",732,1,999,0,"nonexistent",-1.1,94.199,-37.5,0.879,4963.6,"yes"
"40008",52,"admin.","married","university.degree","no","yes","yes","cellular","jun","wed",241,4,999,3,"failure",-1.7,94.055,-39.8,0.767,4991.6,"no"
"36885",56,"self-employed","married","university.degree","no","yes","no","telephone","jun","thu",390,15,999,0,"nonexistent",-2.9,92.963,-40.8,1.235,5076.2,"no"
"32852",28,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",52,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"31591",30,"blue-collar","single","basic.9y","no","yes","no","cellular","may","thu",623,1,10,1,"success",-1.8,92.893,-46.2,1.327,5099.1,"yes"
"37329",30,"admin.","single","university.degree","no","yes","yes","cellular","aug","tue",155,1,4,1,"success",-2.9,92.201,-31.4,0.883,5076.2,"no"
"36667",24,"admin.","single","university.degree","no","no","no","cellular","jun","fri",255,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.268,5076.2,"yes"
"7527",36,"blue-collar","married","basic.9y","no","no","yes","telephone","may","fri",298,3,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"5129",60,"retired","divorced","basic.4y","unknown","no","yes","telephone","may","fri",237,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"27412",33,"self-employed","married","university.degree","no","yes","no","cellular","nov","fri",229,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"32567",50,"blue-collar","married","unknown","unknown","yes","yes","telephone","may","mon",10,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"1338",37,"blue-collar","married","professional.course","no","yes","yes","telephone","may","thu",91,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"24267",45,"admin.","married","high.school","no","yes","no","cellular","nov","mon",58,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
"15142",45,"services","married","basic.9y","unknown","yes","no","cellular","jul","thu",157,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"39831",33,"admin.","single","university.degree","no","no","no","cellular","jun","wed",206,1,3,1,"success",-1.7,94.055,-39.8,0.715,4991.6,"yes"
"14460",42,"self-employed","divorced","basic.6y","unknown","yes","no","cellular","jul","tue",94,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"13144",33,"services","married","basic.9y","unknown","yes","no","cellular","jul","wed",133,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"16584",59,"retired","divorced","unknown","no","no","no","cellular","jul","wed",413,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"16755",29,"blue-collar","single","basic.6y","no","yes","no","cellular","jul","thu",92,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"26486",33,"admin.","married","university.degree","no","yes","yes","cellular","nov","thu",49,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
"32945",38,"services","married","high.school","unknown","no","no","cellular","may","mon",171,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"15026",55,"housemaid","divorced","unknown","unknown","yes","no","cellular","jul","thu",80,5,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"8631",34,"technician","divorced","basic.9y","no","no","no","telephone","jun","wed",156,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"10902",42,"admin.","divorced","university.degree","no","yes","no","telephone","jun","wed",163,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"29532",37,"management","married","university.degree","no","yes","no","cellular","apr","mon",13,5,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"5064",26,"services","single","basic.9y","no","no","yes","telephone","may","fri",83,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"12532",42,"admin.","married","university.degree","no","yes","no","cellular","jul","mon",46,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"5494",49,"admin.","single","high.school","no","no","no","telephone","may","mon",501,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"33199",58,"blue-collar","married","basic.4y","unknown","yes","no","cellular","may","tue",451,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"32047",36,"blue-collar","married","basic.4y","no","no","no","cellular","may","thu",227,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"37822",56,"housemaid","married","basic.4y","no","yes","no","cellular","aug","wed",359,3,999,0,"nonexistent",-2.9,92.201,-31.4,0.834,5076.2,"no"
"16062",33,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","tue",702,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"14310",50,"blue-collar","married","professional.course","unknown","yes","no","cellular","jul","mon",201,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"35515",41,"management","married","high.school","no","no","no","cellular","may","mon",216,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"18912",45,"technician","married","university.degree","unknown","yes","no","cellular","aug","mon",372,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
"24303",48,"admin.","divorced","high.school","no","yes","no","cellular","nov","mon",191,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"9816",53,"blue-collar","married","basic.4y","no","yes","no","telephone","jun","wed",453,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"5169",46,"blue-collar","married","unknown","unknown","no","no","telephone","may","fri",67,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"154",56,"entrepreneur","married","unknown","unknown","no","no","telephone","may","mon",204,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"33204",27,"blue-collar","single","basic.4y","no","no","no","cellular","may","tue",176,2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
"1473",35,"services","married","basic.9y","no","no","no","telephone","may","thu",95,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"11798",30,"blue-collar","married","basic.9y","no","no","yes","telephone","jun","fri",78,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
"18287",49,"technician","married","basic.9y","unknown","yes","no","cellular","jul","wed",117,17,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"34415",25,"student","single","high.school","no","no","no","cellular","may","thu",12,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"28735",20,"student","single","high.school","no","yes","no","telephone","apr","thu",80,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
"28291",39,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","wed",213,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no"
"2285",34,"admin.","divorced","university.degree","no","no","no","telephone","may","tue",382,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"28855",43,"management","married","university.degree","unknown","no","no","cellular","apr","thu",176,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
"29874",40,"management","married","university.degree","unknown","yes","no","cellular","apr","mon",241,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"9693",32,"blue-collar","married","basic.4y","unknown","no","no","telephone","jun","mon",188,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"29795",41,"admin.","married","high.school","no","no","yes","cellular","apr","mon",239,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"2104",34,"housemaid","married","university.degree","no","no","no","telephone","may","mon",388,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"16986",59,"retired","single","professional.course","unknown","yes","no","telephone","jul","thu",780,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"13134",57,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","wed",64,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"4421",37,"admin.","married","university.degree","no","no","no","telephone","may","tue",1376,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"17724",53,"blue-collar","divorced","basic.4y","no","yes","no","cellular","jul","tue",648,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
"24202",53,"unemployed","married","university.degree","no","yes","no","cellular","nov","mon",64,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"15075",27,"blue-collar","single","basic.9y","no","no","no","cellular","jul","thu",324,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"23282",52,"technician","married","high.school","no","yes","no","cellular","aug","wed",13,14,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"34232",30,"blue-collar","single","basic.9y","no","no","no","cellular","may","wed",305,8,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
"7463",33,"admin.","married","university.degree","no","no","no","telephone","may","fri",724,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
"1496",41,"technician","married","professional.course","no","no","no","telephone","may","thu",112,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"5261",28,"blue-collar","single","basic.6y","unknown","unknown","unknown","telephone","may","fri",159,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"25105",32,"services","divorced","high.school","no","no","yes","cellular","nov","tue",98,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"21520",31,"management","married","university.degree","no","no","no","cellular","aug","tue",133,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"32210",44,"management","divorced","university.degree","no","unknown","unknown","cellular","may","fri",47,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"14149",56,"unknown","single","basic.9y","no","no","yes","cellular","jul","mon",329,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"18672",30,"services","single","high.school","unknown","no","no","telephone","jul","thu",454,18,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"21982",34,"technician","single","university.degree","no","yes","no","cellular","aug","wed",162,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"40253",29,"admin.","married","university.degree","no","no","no","telephone","jul","mon",7,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.889,4991.6,"no"
"18079",28,"technician","single","professional.course","no","no","no","cellular","jul","wed",76,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"21546",32,"technician","single","high.school","no","yes","no","cellular","aug","tue",129,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"31012",45,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",672,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"yes"
"39578",79,"retired","married","basic.9y","no","no","no","cellular","may","tue",104,1,999,2,"failure",-1.8,93.876,-40,0.668,5008.7,"no"
